text,corrected,exists
chameleon's,chameleones,False
i',ie,True
i',ie,True
here's,herees,False
that's,thates,False
maids',maidse,False
within's,withines,False
'tis,etis,False
i'll,iell,False
there's,therees,False
man's,manes,True
by'r,byer,False
'for,efor,False
.',.e,False
they'll,theyell,False
you'll,youell,False
he'll,heell,False
i'll,iell,False
'tis,etis,False
woman's,womanes,False
bus',buse,False
neptune's,neptunees,False
tellus',telluse,False
borrow'd,borrowed,False
o'er,oeer,False
women's,womenes,False
siz'd,sized,True
honour'd,honoured,False
belov'd,beloved,True
kill'd,killed,False
'tis,etis,False
'tis,etis,False
'tis,etis,False
whe'r,wheer,True
advanc'd,advanced,True
anchor's,anchores,False
'tis,etis,False
she'll,sheell,False
't,et,False
i',ie,True
duke's,dukees,False
'tis,etis,False
hecate's,hecatees,False
i',ie,True
for's,fores,False
hisname's,hisnamees,False
gonzago's,gonzagoes,False
o'er,oeer,False
i'll,iell,False
ghost's,ghostes,False
mother's,motheres,False
wit's,wites,False
mother's,motheres,False
'while,ewhile,False
",'",",e",False
'tis,etis,False
'sblood,esblood,False
that's,thates,False
'tis,etis,False
'tis,etis,False
what's,whates,False
fix'd,fixed,True
mortis'd,mortised,False
adjoin'd,adjoined,True
he's,hees,False
mother's,motheres,False
i'll,iell,False
i'll,iell,False
she'll,sheell,False
'tis,etis,False
o'erhear,oeerhear,False
i'll,iell,False
upon't,uponet,False
brother's,brotheres,False
brother's,brotheres,False
what's,whates,False
pardon'd,pardoned,False
i'll,iell,False
'forgive,eforgive,False
?',?e,False
possess'd,possessed,True
pardon'd,pardoned,False
offence's,offencees,False
'tis,etis,False
'tis,etis,False
compell'd,compelled,False
i'll,iell,False
do't,doet,False
reveng'd,revenged,False
scann'd,scanned,False
'tis,etis,False
reveng'd,revenged,False
season'd,seasoned,True
in't,inet,False
damn'd,damned,True
screen'd,screened,True
i'll,iell,False
e'en,eeen,False
i'll,iell,False
what's,whates,False
what's,whates,False
husband's,husbandes,False
brother's,brotheres,False
i'll,iell,False
'twas,etwas,False
find'st,findest,False
brass'd,brassed,False
dar'st,darest,False
dicers',dicerse,False
heaven's,heavenes,False
hyperion's,hyperiones,False
mildew'd,mildewed,False
it's,ites,False
apoplex'd,apoplexed,False
ne'er,neeer,False
thrall'd,thralled,False
reserv'd,reserved,True
't,et,False
comen'd,comened,False
matron's,matrones,False
turn'st,turnest,False
stew'd,stewed,True
o'er,oeer,False
he's,hees,False
laps'd,lapsed,True
is't,iset,False
conjoin'd,conjoined,True
liv'd,lived,True
utter'd,uttered,False
what's,whates,False
uncle's,unclees,False
ev'n,even,True
bless'd,blessed,True
i'll,iell,False
pleas'd,pleased,False
damn'd,damned,True
'twere,etwere,False
that's,thates,False
house's,housees,False
assur'd,assured,True
'tis,etis,False
there's,therees,False
seal'd,sealed,True
fang'd,fanged,True
'tis,etis,False
'tis,etis,False
i'll,iell,False
there's,therees,False
'tis,etis,False
'a,ea,True
!',!e,False
answer'd,answered,False
restrain'd,restrained,True
kill'd,killed,False
o'er,oeer,False
mother's,motheres,False
dragg'd,dragged,True
we'll,weell,False
what's,whates,False
o'er,oeer,False
world's,worldes,False
poison'd,poisoned,False
'tis,etis,False
'tis,etis,False
king's,kinges,False
he's,hees,False
lov'd,loved,False
'tis,etis,False
offender's,offenderes,False
weigh'd,weighed,True
reliev'd,relieved,True
befall'n,befallen,False
bestow'd,bestowed,False
where's,wherees,False
e'en,eeen,False
that's,thates,False
i',ie,True
knew'st,knewest,False
i'll,iell,False
seal'd,sealed,True
hold'st,holdest,False
'tis,etis,False
howe'er,howeeer,False
ne'er,neeer,False
promis'd,promised,False
't,et,False
purpos'd,purposed,False
'tis,etis,False
garrison'd,garrisoned,False
wi',wie,False
't,et,False
i'll,iell,False
unus'd,unused,True
whe'r,wheer,True
quarter'd,quartered,True
'this,ethis,False
thing's,thinges,False
;',;e,False
't,et,False
puff'd,puffed,True
honour's,honoures,False
kill'd,killed,False
stain'd,stained,False
there's,therees,False
i',ie,True
'twere,etwere,False
sin's,sines,False
'ild,eild,False
baker's,bakeres,False
let's,letes,False
valentine's,valentinees,False
donn'd,donned,False
dupp'd,dupped,False
i'll,iell,False
't,et,False
do't,doet,False
to't,toet,False
promis'd,promised,False
ha',hae,False
i',ie,True
father's,fatheres,False
polonius',poloniuse,False
father's,fatheres,False
beggar'd,beggared,False
o'erbears,oeerbears,False
'choose,echoose,False
!',!e,False
'laertes,elaertes,False
!',!e,False
let's,letes,False
that's,thates,False
there's,therees,False
incens'd,incensed,False
i'll,iell,False
i'll,iell,False
reveng'd,revenged,False
i'll,iell,False
father's,fatheres,False
is't,iset,False
i'll,iell,False
father's,fatheres,False
is't,iset,False
maid's,maides,False
man's,manes,True
'tis,etis,False
barefac'd,barefaced,True
rain'd,rained,False
master's,masteres,False
nothing's,nothinges,False
there's,therees,False
that's,thates,False
that's,thates,False
there's,therees,False
there's,therees,False
here's,herees,False
o',oe,True
there's,therees,False
ha',hae,False
wi',wie,False
'twixt,etwixt,False
touch'd,touched,True
o'er,oeer,False
'twere,etwere,False
't,et,False
an't,anet,False
there's,therees,False
't,et,False
pursu'd,pursued,False
stirr'd,stirred,False
unsinew'd,unsinewed,True
she's,shees,False
timber'd,timbered,True
aim'd,aimed,False
lov'd,loved,False
receiv'd,received,True
'tis,etis,False
hamlet's,hamletes,False
'naked,enaked,False
",'",",e",False
'alone,ealone,False
.',.e,False
i'm,iem,False
'thus,ethus,False
.',.e,False
rul'd,ruled,False
o'er-rule,oeer-rule,False
return'd,returned,True
rul'd,ruled,False
talk'd,talked,False
hamlet's,hamletes,False
i've,ieve,False
serv'd,served,False
't,et,False
incorps'd,incorpsed,False
demi-natur'd,demi-natured,False
topp'd,topped,True
't,et,False
'twould,etwould,False
oppos'd,opposed,True
o'er,oeer,False
'would',ewoulde,False
'should',eshoulde,False
o',oe,True
father's,fatheres,False
i',ie,True
return'd,returned,True
we'll,weell,False
't,et,False
i'll,iell,False
scratch'd,scratched,False
i'll,iell,False
let's,letes,False
'twere,etwere,False
assay'd,assayed,False
we'll,weell,False
ha't,haet,True
i'll,iell,False
prepar'd,prepared,True
venom'd,venomed,True
another's,anotheres,False
sister's,sisteres,False
drown'd,drowned,False
drown'd,drowned,False
men's,menes,False
indu'd,indued,False
pull'd,pulled,False
drown'd,drowned,False
drown'd,drowned,False
drown'd,drowned,False
let's,letes,False
let's,letes,False
'tis,etis,False
't,et,False
crowner's,crowneres,False
ha',hae,False
't,et,False
o',oe,True
adam's,adames,False
a',ae,True
i'll,iell,False
't,et,False
't,et,False
'a,ea,True
:',:e,False
'tis,etis,False
e'en,eeen,False
claw'd,clawed,True
cain's,caines,False
o'er-offices,oeer-offices,False
'good,egood,False
?',?e,False
such-a-one's,such-a-onees,False
e'en,eeen,False
worm's,wormes,False
sexton's,sextones,False
here's,herees,False
't,et,False
'em,eem,False
't,et,False
there's,therees,False
's,es,True
grave's,gravees,False
't,et,False
't,et,False
't,et,False
't,et,False
't,et,False
'tis,etis,False
'tis,etis,False
'twill,etwill,False
't,et,False
she's,shees,False
i',ie,True
't,et,False
'tis,etis,False
'twill,etwill,False
e'en,eeen,False
i',ie,True
here's,herees,False
i',ie,True
fellow's,fellowes,False
a',ae,True
yorick's,yorickes,False
king's,kinges,False
e'en,eeen,False
lady's,ladyes,False
what's,whates,False
o',oe,True
i',ie,True
e'en,eeen,False
e'en,eeen,False
'twere,etwere,False
turn'd,turned,True
winter's,winteres,False
'twas,etwas,False
enlarg'd,enlarged,True
o'ersways,oeersways,False
lodg'd,lodged,True
allow'd,allowed,False
i',ie,True
hop'd,hoped,True
hamlet's,hamletes,False
deck'd,decked,True
strew'd,strewed,False
depriv'd,deprived,False
o'er-top,oeer-top,False
pray'st,prayest,False
lov'd,loved,False
'swounds,eswounds,False
thou'lt,thouelt,False
woo't,wooet,False
woo't,wooet,False
woo't,wooet,False
woo't,wooet,False
woo't,wooet,False
i'll,iell,False
do't,doet,False
thou'lt,thouelt,False
i'll,iell,False
disclos'd,disclosed,True
lov'd,loved,False
night's,nightes,False
we'll,weell,False
prais'd,praised,False
there's,therees,False
scarf'd,scarfed,True
grop'd,groped,False
finger'd,fingered,True
denmark's,denmarkes,False
england's,englandes,False
't,et,False
here's,herees,False
devis'd,devised,False
labour'd,laboured,False
yeoman's,yeomanes,False
'tween,etween,False
'as'es,easees,False
allow'd,allowed,False
seal'd,sealed,True
father's,fatheres,False
subscrib'd,subscribed,False
gave't,gaveet,False
th',the,True
plac'd,placed,False
know'st,knowest,False
't,et,False
'tis,etis,False
thinks't,thinkset,False
kill'd,killed,False
whor'd,whored,False
popp'd,popped,False
't,et,False
't,et,False
damn'd,damned,True
man's,manes,True
life's,lifees,False
'one,eone,False
.',.e,False
i'll,iell,False
'tis,etis,False
king's,kinges,False
'tis,etis,False
'tis,etis,False
'tis,etis,False
'tis,etis,False
'twere,etwere,False
't,et,False
't,et,False
's,es,True
he's,hees,False
what's,whates,False
that's,thates,False
that's,thates,False
'imponed,eimponed,False
",'",",e",False
'tis,etis,False
's,es,True
king's,kinges,False
's,es,True
there's,therees,False
'tis,etis,False
't,et,False
i've,ieve,False
't,et,False
punish'd,punished,False
was't,waset,False
wrong'd,wronged,True
ta'en,taeen,False
he's,hees,False
't,et,False
wrong'd,wronged,True
hamlet's,hamletes,False
purpos'd,purposed,False
o'er,oeer,False
ungor'd,ungored,True
offer'd,offered,False
brother's,brotheres,False
i'll,iell,False
i',ie,True
o',oe,True
better'd,bettered,False
hamlet's,hamletes,False
denmark's,denmarkes,False
'now,enow,True
!',!e,False
here's,herees,False
i'll,iell,False
he's,hees,False
poison'd,poisoned,False
i'll,iell,False
't,et,False
'tis,etis,False
'gainst,egainst,False
incens'd,incensed,False
kill'd,killed,False
poison'd,poisoned,False
lock'd,locked,True
envenom'd,envenomed,False
turn'd,turned,True
mother's,motheres,False
poison'd,poisoned,False
king's,kinges,False
envenom'd,envenomed,False
serv'd,served,False
temper'd,tempered,True
father's,fatheres,False
liv'st,livest,False
here's,herees,False
thou'rt,thouert,False
i'll,iell,False
't,et,False
o'er-crows,oeer-crows,False
fulfill'd,fulfilled,False
arriv'd,arrived,False
forc'd,forced,True
fall'n,fallen,True
inventors',inventorse,False
perform'd,performed,False
men's,menes,False
prov'd,proved,True
soldiers',soldierse,False
tradesman's,tradesmanes,False
women's,womenes,False
neat's,neates,False
climb'd,climbed,False
pompey's,pompeyes,False
whe'r,wheer,True
mov'd,moved,False
deck'd,decked,True
sar's,sares,False
i'll,iell,False
pluck'd,plucked,True
sar's,sares,False
antonius',antoniuse,False
'do,edo,True
",'",",e",False
perform'd,performed,False
'c,ec,False
.',.e,False
turn'd,turned,True
i'll,iell,False
deceiv'd,deceived,False
veil'd,veiled,True
griev'd,grieved,True
'tis,etis,False
age's,agees,False
wish'd,wished,True
prepar'd,prepared,True
i',ie,True
winter's,winteres,False
'dar'st,edarest,False
?',?e,False
roar'd,roared,False
propos'd,proposed,False
'help,ehelp,False
!',!e,False
'tis,etis,False
'give,egive,False
",'",",e",False
'c,ec,False
?',?e,False
'em,eem,False
'brutus',ebrutuse,False
'c,ec,False
.',.e,False
sham'd,shamed,True
fam'd,famed,False
talk'd,talked,False
encompass'd,encompassed,False
brook'd,brooked,True
th',the,True
mov'd,moved,False
sar's,sares,False
calphurnia's,calphurniaes,False
cross'd,crossed,True
o',oe,True
he's,hees,False
mock'd,mocked,False
scorn'd,scorned,True
mov'd,moved,False
heart's,heartes,False
fear'd,feared,True
think'st,thinkest,False
pull'd,pulled,False
chanc'd,chanced,False
chanc'd,chanced,False
't,et,False
'twas,etwas,False
'twas,etwas,False
'tis,etis,False
perceiv'd,perceived,False
'alas,ealas,False
",'",",e",False
there's,therees,False
i'll,iell,False
ne'er,neeer,False
i',ie,True
sar's,sares,False
dispos'd,disposed,True
'tis,etis,False
seduc'd,seduced,False
sar's,sares,False
mov'd,moved,False
riv'd,rived,False
threat'ning,threatening,True
join'd,joined,False
remain'd,remained,False
unscorch'd,unscorched,True
glar'd,glared,False
'these,ethese,False
;',;e,False
who's,whoes,False
walk'd,walked,False
bar'd,bared,False
seem'd,seemed,False
infus'd,infused,False
'tis,etis,False
fathers',fatherse,False
govern'd,governed,False
mothers',motherse,False
arm'd,armed,True
there's,therees,False
mov'd,moved,False
pompey's,pompeyes,False
favour's,favoures,False
'tis,etis,False
who's,whoes,False
stay'd,stayed,True
't,et,False
there's,therees,False
stay'd,stayed,True
tor's,tores,False
brutus',brutuse,False
pompey's,pompeyes,False
he's,hees,False
pompey's,pompeyes,False
people's,peoplees,False
call'd,called,False
crown'd,crowned,True
there's,therees,False
sway'd,swayed,True
'tis,etis,False
ambition's,ambitiones,False
serpent's,serpentes,True
hatch'd,hatched,False
seal'd,sealed,True
sleep'st,sleepest,False
sleep'st,sleepest,False
dropp'd,dropped,False
'shall,eshall,False
.',.e,False
man's,manes,True
call'd,called,False
'speak,espeak,False
!',!e,False
receiv'st,receivest,False
'tis,etis,False
'tis,etis,False
pluck'd,plucked,True
'em,eem,False
sham'st,shamest,False
deceiv'd,deceived,False
time's,timees,False
engag'd,engaged,True
th',the,True
pass'd,passed,False
men's,menes,False
rul'd,ruled,False
touch'd,touched,True
urg'd,urged,False
belov'd,beloved,True
sar's,sares,False
let's,letes,False
let's,letes,False
'em,eem,False
call'd,called,False
sar's,sares,False
sar's,sares,False
'tis,etis,False
unaccustom'd,unaccustomed,True
resolv'd,resolved,True
o'ersway,oeersway,False
betray'd,betrayed,False
i'll,iell,False
's,es,True
we'll,weell,False
untir'd,untired,True
sleep'st,sleepest,False
you've,youeve,False
walk'd,walked,False
ask'd,asked,False
star'd,stared,False
urg'd,urged,False
scratch'd,scratched,False
stamp'd,stamped,False
answer'd,answered,False
seem'd,seemed,False
prevail'd,prevailed,False
brutus',brutuse,False
cato's,catoes,False
father'd,fathered,True
'em,eem,False
husband's,husbandes,False
who's,whoes,False
deriv'd,derived,True
conjur'd,conjured,False
what's,whates,False
new-fir'd,new-fired,False
'help,ehelp,False
!',!e,False
who's,whoes,False
threaten'd,threatened,False
ne'er,neeer,False
look'd,looked,True
yawn'd,yawned,False
purpos'd,purposed,False
litter'd,littered,False
consum'd,consumed,False
we'll,weell,False
here's,herees,False
stretch'd,stretched,False
laugh'd,laughed,False
begg'd,begged,False
bath'd,bathed,False
calphurnia's,calphurniaes,False
render'd,rendered,False
'break,ebreak,False
sar's,sares,False
.',.e,False
'lo,elo,False
?',?e,False
stirr'd,stirred,False
ne'er,neeer,False
is't,iset,False
o'clock,oeclock,False
'tis,etis,False
o',oe,True
hour's,houres,False
be'st,beest,True
'tween,etween,False
man's,manes,True
woman's,womanes,False
't,et,False
o'clock,oeclock,False
know'st,knowest,False
harm's,harmes,False
i'll,iell,False
o'er-read,oeer-read,False
mine's,minees,False
serv'd,served,False
wish'd,wished,True
address'd,addressed,False
thaw'd,thawed,False
sar's,sares,False
banish'd,banished,False
mov'd,moved,False
true-fix'd,true-fixed,False
unnumber'd,unnumbered,True
there's,therees,False
'tis,etis,False
furnish'd,furnished,True
unshak'd,unshaked,False
banish'd,banished,False
'liberty,eliberty,False
!',!e,False
ambition's,ambitiones,False
where's,wherees,False
sar's,sares,False
where's,wherees,False
amaz'd,amazed,True
'tis,etis,False
sar's,sares,False
abridg'd,abridged,True
sar's,sares,False
o'er,oeer,False
let's,letes,False
'peace,epeace,False
!',!e,False
o'er,oeer,False
pompey's,pompeyes,False
call'd,called,False
antony's,antonyes,False
fear'd,feared,True
honour'd,honoured,False
lov'd,loved,False
resolv'd,resolved,True
deserv'd,deserved,True
untouch'd,untouched,True
i'll,iell,False
sar's,sares,False
death's,deathes,False
brothers',brotherse,False
man's,manes,True
appeas'd,appeased,False
'tis,etis,False
bay'd,bayed,True
sign'd,signed,False
crimson'd,crimsoned,False
prick'd,pricked,True
sway'd,swayed,True
that's,thates,False
mov'd,moved,False
sar's,sares,False
sar's,sares,False
't,et,False
quarter'd,quartered,True
chok'd,choked,False
sar's,sares,False
monarch's,monarches,False
'havoc,ehavoc,False
!',!e,False
chanc'd,chanced,False
'em,eem,False
sar's,sares,False
sar's,sares,False
brutus',brutuse,False
sar's,sares,False
crown'd,crowned,True
we'll,weell,False
sar's,sares,False
sar's,sares,False
allow'd,allowed,False
we'll,weell,False
brutus',brutuse,False
brutus',brutuse,False
'twere,etwere,False
that's,thates,False
bless'd,blessed,True
answer'd,answered,False
sar's,sares,False
mark'd,marked,True
'tis,etis,False
there's,therees,False
dispos'd,disposed,True
here's,herees,False
'tis,etis,False
sar's,sares,False
we'll,weell,False
sar's,sares,False
lov'd,loved,False
'tis,etis,False
we'll,weell,False
sar's,sares,False
o'ershot,oeershot,False
stabb'd,stabbed,False
'twas,etwas,False
summer's,summeres,False
cassius',cassiuse,False
stabb'd,stabbed,False
pluck'd,plucked,True
follow'd,followed,False
resolv'd,resolved,True
knock'd,knocked,False
sar's,sares,False
lov'd,loved,False
traitors',traitorse,False
vanquish'd,vanquished,False
pompey's,pompeyes,False
flourish'd,flourished,False
sar's,sares,False
marr'd,marred,False
we'll,weell,False
we'll,weell,False
we'll,weell,False
men's,menes,False
sar's,sares,False
we'll,weell,False
we'll,weell,False
deserv'd,deserved,True
let's,letes,False
sar's,sares,False
we'll,weell,False
we'll,weell,False
traitors',traitorse,False
sar's,sares,False
mov'd,moved,False
that's,thates,False
you'll,youell,False
sar's,sares,False
he's,hees,False
name's,namees,False
brutus',brutuse,False
cassius',cassiuse,False
decius',deciuse,False
casca's,cascaes,False
ligarius',ligariuse,False
prick'd,pricked,True
sister's,sisteres,False
sar's,sares,False
prick'd,pricked,True
he's,hees,False
govern'd,governed,False
train'd,trained,True
stal'd,staled,False
combin'd,combined,True
stretch'd,stretched,False
disclos'd,disclosed,True
bay'd,bayed,True
receiv'd,received,True
resolv'd,resolved,True
us'd,used,True
describ'd,described,False
quarter'd,quartered,True
arriv'd,arrived,False
wrong'd,wronged,True
condemn'd,condemned,True
wrong'd,wronged,True
condemn'd,condemned,True
justice',justicee,False
touch'd,touched,True
i'll,iell,False
't,et,False
i'll,iell,False
'better,ebetter,False
?',?e,False
liv'd,lived,True
mov'd,moved,False
arm'd,armed,True
answer'd,answered,False
riv'd,rived,False
friend's,friendes,False
flatterer's,flattereres,False
brav'd,braved,False
check'd,checked,True
observ'd,observed,False
learn'd,learned,True
conn'd,conned,False
plutus',plutuse,False
be'st,beest,True
lov'dst,lovedst,False
lov'dst,lovedst,False
liv'd,lived,True
ill-temper'd,ill-tempered,False
ill-temper'd,ill-tempered,False
what's,whates,False
he'll,heell,False
'em,eem,False
'tis,etis,False
what's,whates,False
i'm,iem,False
'tis,etis,False
i'll,iell,False
'scap'd,escaped,False
cross'd,crossed,True
swallow'd,swallowed,False
o'erswell,oeerswell,False
brutus',brutuse,False
'tis,etis,False
'twixt,etwixt,False
forc'd,forced,True
grudg'd,grudged,False
refresh'd,refreshed,False
encourag'd,encouraged,False
we'll,weell,False
'tween,etween,False
speak'st,speakest,False
o'erwatch'd,oeerwatched,False
i'll,iell,False
here's,herees,False
't,et,False
lay'st,layest,False
break'st,breakest,False
i'll,iell,False
turn'd,turned,True
mak'st,makest,False
com'st,comest,False
'tis,etis,False
sar's,sares,False
'long,elong,False
!',!e,False
stol'n,stolen,True
hack'd,hacked,True
show'd,showed,False
fawn'd,fawned,False
bow'd,bowed,True
sar's,sares,False
rul'd,ruled,False
sar's,sares,False
aveng'd,avenged,False
traitors',traitorse,False
bring'st,bringest,False
brutus',brutuse,False
join'd,joined,False
compell'd,compelled,False
perch'd,perched,False
soldiers',soldierse,False
o'er,oeer,False
resolv'd,resolved,True
let's,letes,False
we'll,weell,False
'tis,etis,False
day's,dayes,False
octavius',octaviuse,False
turn'd,turned,True
enclos'd,enclosed,False
lov'st,lovest,False
assur'd,assured,True
not'st,notest,False
he's,hees,False
ta'en,taeen,False
ta'en,taeen,False
sar's,sares,False
cover'd,covered,True
'tis,etis,False
reveng'd,revenged,False
kill'd,killed,False
brutus',brutuse,False
cassius',cassiuse,False
cassius',cassiuse,False
melancholy's,melancholyes,False
conceiv'd,conceived,False
com'st,comest,False
kill'st,killest,False
engender'd,engendered,False
misconstru'd,misconstrued,False
roman's,romanes,True
cassius',cassiuse,False
titinius',titiniuse,False
titinius',titiniuse,False
whe'r,wheer,True
crown'd,crowned,True
'tis,etis,False
o'clock,oeclock,False
country's,countryes,False
country's,countryes,False
honour'd,honoured,False
cato's,catoes,False
honour'd,honoured,False
ta'en,taeen,False
i'll,iell,False
ta'en,taeen,False
whe'r,wheer,True
octavius',octaviuse,False
chanc'd,chanced,False
show'd,showed,False
ta'en,taeen,False
i'll,iell,False
appear'd,appeared,False
know'st,knowest,False
that's,thates,False
brutus',brutuse,False
life's,lifees,False
labour'd,laboured,False
kill'd,killed,False
master's,masteres,False
prov'd,proved,True
lucilius',luciliuse,False
serv'd,served,False
mix'd,mixed,True
'this,ethis,False
!',!e,False
order'd,ordered,True
let's,letes,False
either's,eitheres,False
fellow's,fellowes,False
'tis,etis,False
unburden'd,unburdened,True
daughters',daughterse,False
daughter's,daughteres,False
answer'd,answered,False
valu'd,valued,True
e'er,eeer,False
lov'd,loved,False
rich'd,riched,False
albany's,albanyes,False
highness',highnesse,False
love's,lovees,False
conferr'd,conferred,False
interess'd,interessed,False
lov'd,loved,False
neighbour'd,neighboured,False
reliev'd,relieved,True
lov'd,loved,False
father's,fatheres,False
daughters',daughterse,False
sustain'd,sustained,True
th',the,True
honour'd,honoured,False
lov'd,loved,False
follow'd,followed,False
think'st,thinkest,False
honour's,honoures,False
swear'st,swearest,False
i'll,iell,False
strain'd,strained,True
banish'd,banished,False
revok'd,revoked,False
think'st,thinkest,False
he'll,heell,False
here's,herees,False
rivall'd,rivalled,False
offer'd,offered,False
fall'n,fallen,True
piec'd,pieced,False
she's,shees,False
dower'd,dowered,False
stranger'd,strangered,False
asham'd,ashamed,True
fore-vouch'd,fore-vouched,False
i'll,iell,False
't,et,False
dishonour'd,dishonoured,False
depriv'd,deprived,False
pleas'd,pleased,False
propos'd,proposed,False
lov'd,loved,False
despis'd,despised,False
what's,whates,False
'tis,etis,False
cold'st,coldest,False
inflam'd,inflamed,True
unpriz'd,unprized,True
wash'd,washed,True
nam'd,named,False
receiv'd,received,True
fortune's,fortunees,False
that's,thates,False
'tis,etis,False
kent's,kentes,False
on't,onet,False
i',ie,True
madam's,madames,False
'tween,etween,False
father's,fatheres,False
'legitimate,elegitimate,False
!',!e,False
subscrib'd,subscribed,False
confin'd,confined,True
let's,letes,False
o'er-read,oeer-read,False
o'er-looking,oeer-looking,False
let's,letes,False
let's,letes,False
brother's,brotheres,False
there's,therees,False
brother's,brotheres,False
i'll,iell,False
there's,therees,False
there's,therees,False
'tis,etis,False
dragon's,dragones,False
'sfoot,esfoot,False
o',oe,True
that's,thates,False
there's,therees,False
me's,mees,False
i'll,iell,False
i'll,iell,False
he's,hees,False
i'd,ied,False
over-rul'd,over-ruled,False
us'd,used,True
abus'd,abused,False
i'll,iell,False
raz'd,razed,False
banish'd,banished,False
condemn'd,condemned,True
lov'st,lovest,False
what's,whates,False
where's,wherees,False
where's,wherees,False
where's,wherees,False
world's,worldes,False
where's,wherees,False
there's,therees,False
't,et,False
where's,wherees,False
lady's,ladyes,False
lady's,ladyes,False
'my,emy,False
lady's,ladyes,False
!',!e,False
lord's,lordes,False
i'll,iell,False
i'll,iell,False
i'll,iell,False
lubber's,lubberes,False
there's,therees,False
here's,herees,False
one's,onees,False
that's,thates,False
thou'lt,thouelt,False
's,es,True
i'd,ied,False
there's,therees,False
truth's,truthes,False
i'll,iell,False
teach',teache,True
'tis,etis,False
unfee'd,unfeeed,False
't,et,False
counsell'd,counselled,False
't,et,False
they'll,theyell,False
i'll,iell,False
i',ie,True
i',ie,True
o'er,oeer,False
ne'er,neeer,False
we'll,weell,False
they'll,theyell,False
thou'lt,thouelt,False
o',oe,True
o',oe,True
i',ie,True
o',oe,True
i',ie,True
that's,thates,False
all-licens'd,all-licensed,False
'scape,escape,True
'tis,etis,False
lear's,leares,False
o',oe,True
disorder'd,disordered,True
debosh'd,deboshed,True
grac'd,graced,False
desir'd,desired,True
i'll,iell,False
disorder'd,disordered,True
show'st,showest,False
wrench'd,wrenched,True
fix'd,fixed,True
mov'd,moved,False
disnatur'd,disnatured,False
mother's,motheres,False
serpent's,serpentes,True
what's,whates,False
i'll,iell,False
asham'd,ashamed,True
th',the,True
father's,fatheres,False
i'll,iell,False
she'll,sheell,False
i'll,iell,False
'tis,etis,False
utter'd,uttered,False
show'd,showed,False
attask'd,attasked,False
prais'd,praised,False
what's,whates,False
man's,manes,True
's,es,True
were't,wereet,False
she's,shees,False
one's,onees,False
i',ie,True
's,es,True
one's,onees,False
side's,sidees,False
'em,eem,False
i'd,ied,False
how's,howes,False
that's,thates,False
'twixt,etwixt,False
'gainst,egainst,False
he's,hees,False
i',ie,True
i',ie,True
'gainst,egainst,False
't,et,False
'quit,equit,False
where's,wherees,False
'by,eby,False
means',meanse,False
'gainst,egainst,False
lanc'd,lanced,True
alarum'd,alarumed,False
quarrel's,quarreles,False
rous'd,roused,False
threaten'd,threatened,False
'thou,ethou,False
faith'd,faithed,False
",i'd",",ied",False
.',.e,False
fasten'd,fastened,False
duke's,dukees,False
i'll,iell,False
'scape,escape,True
i'll,iell,False
crack'd,cracked,True
it's,ites,False
crack'd,cracked,True
father's,fatheres,False
nam'd,named,False
'tis,etis,False
'tis,etis,False
man's,manes,True
well-inform'd,well-informed,False
i'll,iell,False
'twas,etwas,False
receiv'd,received,True
pursu'd,pursued,False
fear'd,feared,True
dark-ey'd,dark-eyed,False
i',ie,True
lily-liver'd,lily-livered,False
i'll,iell,False
o',oe,True
pupet's,pupetes,False
i'll,iell,False
what's,whates,False
i'll,iell,False
what's,whates,False
o',oe,True
spar'd,spared,False
t',te,True
i'd,ied,False
'tis,etis,False
prais'd,praised,False
he's,hees,False
bus',buse,False
mean'st,meanest,False
't,et,False
pleas'd,pleased,False
tripp'd,tripped,False
rail'd,railed,False
self-subdu'd,self-subdued,False
we'll,weell,False
father's,fatheres,False
for't,foret,False
purpos'd,purposed,False
contemned'st,contemnedest,False
punish'd,punished,False
valu'd,valued,True
restrain'd,restrained,True
i'll,iell,False
abus'd,abused,False
'tis,etis,False
duke's,dukees,False
rubb'd,rubbed,True
stopp'd,stopped,True
i'll,iell,False
watch'd,watched,True
travell'd,travelled,True
i'll,iell,False
man's,manes,True
duke's,dukees,False
'twill,etwill,False
heaven's,heavenes,False
com'st,comest,False
'tis,etis,False
inform'd,informed,True
o'erwatch'd,oeerwatched,False
proclaim'd,proclaimed,False
escap'd,escaped,False
'scape,escape,True
i'll,iell,False
numb'd,numbed,False
that's,thates,False
'tis,etis,False
learn'd,learned,True
mak'st,makest,False
what's,whates,False
do't,doet,False
't,et,False
'tis,etis,False
highness',highnesse,False
show'd,showed,False
stew'd,stewed,True
deliver'd,delivered,False
summon'd,summoned,False
perceiv'd,perceived,False
poison'd,poisoned,False
display'd,displayed,True
rais'd,raised,True
winter's,winteres,False
ne'er,neeer,False
element's,elementes,False
i',ie,True
we'll,weell,False
there's,therees,False
i',ie,True
there's,therees,False
that's,thates,False
learn'd,learned,True
i',ie,True
travell'd,travelled,True
fix'd,fixed,True
i'd,ied,False
inform'd,informed,True
inform'd,informed,True
inform'd,informed,True
oppress'd,oppressed,True
i'll,iell,False
fall'n,fallen,True
indispos'd,indisposed,True
and's,andes,False
i'd,ied,False
i'll,iell,False
'em,eem,False
i',ie,True
'em,eem,False
o',oe,True
'down,edown,False
!',!e,False
'twas,etwas,False
mother's,motheres,False
adult'ress,adulteress,True
sister's,sisteres,False
